customer_id,num_channels_used,late_night_txn_count,late_night_ratio,weekend_txn_count,activity_span_days,unique_countries,unique_provinces,unique_cities,geo_diversity_score,near_threshold_count,avg_txn_per_active_day,unique_merchant_categories,txn_to_income_ratio,label
BUS_00023,7,14,0.2978723404255319,13,359,3,4,5,43,0,1.119047619047619,5,5.470495023600878,0
BUS_00024,7,13,0.21666666666666667,12,361,3,4,5,43,0,1.0169491525423728,5,0.617142124603977,0
BUS_00025,7,11,0.2037037037037037,17,356,2,4,5,33,0,1.0188679245283019,5,0.0015581300328518545,0
BUS_00026,6,15,0.3125,12,343,1,4,5,23,0,1.0666666666666667,4,0.06413244227324914,0
BUS_00027,7,18,0.2727272727272727,13,349,3,4,5,43,0,1.1578947368421053,5,0.06876577439056844,0
BUS_00028,6,5,0.1282051282051282,10,343,3,4,5,43,0,1.054054054054054,4,0.0657509273518245,0
BUS_00029,6,11,0.21568627450980393,12,364,2,4,5,33,0,1.0408163265306123,5,0.08896264406701136,0
BUS_00030,7,10,0.21739130434782608,11,346,2,4,5,33,0,1.0952380952380953,4,0.005877977007878851,0
BUS_00031,7,7,0.1320754716981132,10,350,4,4,5,53,0,1.06,5,0.07675825632314336,0
BUS_00032,7,12,0.23076923076923078,14,356,3,4,5,43,0,1.1304347826086956,5,0.018745738324228413,0
BUS_00033,7,16,0.41025641025641024,11,331,3,4,5,43,0,1.054054054054054,4,0.14842902573028516,0
BUS_00034,7,14,0.35,13,345,3,4,5,43,0,1.0256410256410255,5,0.0022971270731299035,0
BUS_00035,7,13,0.2653061224489796,14,351,3,4,5,43,0,1.065217391304348,5,0.05866960603156114,1
BUS_00036,7,13,0.2708333333333333,14,330,4,4,5,53,0,1.1162790697674418,4,0.021565825399962654,0
BUS_00037,6,16,0.34782608695652173,10,347,4,4,5,53,0,1.0454545454545454,5,0.0022775317170397763,0
BUS_00038,7,10,0.18867924528301888,19,347,3,4,5,43,0,1.1041666666666667,5,0.01876025658558325,0
BUS_00039,7,19,0.3584905660377358,15,357,3,4,5,43,0,1.2045454545454546,4,0.010864499048741455,0
BUS_00040,7,9,0.225,14,355,4,4,4,52,0,1.0526315789473684,3,0.013119629489375008,0
BUS_00041,7,12,0.21428571428571427,14,347,3,4,5,43,0,1.018181818181818,5,0.018515548371451404,0
BUS_00042,7,19,0.4222222222222222,16,332,4,4,5,53,0,1.0227272727272727,5,0.026445449867949583,0
BUS_00043,7,9,0.1956521739130435,14,340,4,4,5,53,0,1.069767441860465,5,0.07766582253970683,0
BUS_00044,7,8,0.21621621621621623,9,348,2,4,5,33,0,1.121212121212121,4,0.10381428430101798,0
BUS_00045,7,10,0.2222222222222222,10,353,3,4,5,43,0,1.0714285714285714,4,0.08545278669576607,0
BUS_00046,7,10,0.20833333333333334,6,368,3,4,5,43,0,1.0434782608695652,5,0.04640526716871041,0
BUS_00047,7,12,0.21052631578947367,17,355,2,4,5,33,0,1.0961538461538463,5,0.0676392123300416,0
BUS_00048,6,20,0.2631578947368421,22,361,4,4,5,53,0,1.1014492753623188,5,0.13018587241318055,0
BUS_00049,7,15,0.32608695652173914,13,361,3,4,5,43,0,1.0222222222222221,5,0.06819771177384265,0
BUS_00050,7,11,0.22916666666666666,15,338,3,4,5,43,0,1.0212765957446808,5,0.015029804715560605,0
BUS_00051,7,11,0.22916666666666666,13,322,3,4,5,43,0,1.0909090909090908,5,0.020100918204322814,0
BUS_00052,7,15,0.22727272727272727,19,357,3,4,5,43,0,1.0819672131147542,5,0.1024932304861683,0
BUS_00053,7,5,0.11904761904761904,16,329,2,4,5,33,0,1.0769230769230769,5,0.10848868167460828,1
BUS_00054,7,10,0.20408163265306123,12,360,3,4,5,43,0,1.0425531914893618,5,0.016902968728314163,0
BUS_00055,7,12,0.23529411764705882,17,354,3,4,5,43,0,1.0408163265306123,5,0.01055188447223797,0
BUS_00056,7,4,0.07272727272727272,18,357,3,4,5,43,0,1.0185185185185186,4,0.1292890328667758,0
BUS_00057,7,13,0.25,15,369,3,4,5,43,0,1.1555555555555554,5,0.18891077665109543,0
BUS_00058,7,10,0.18518518518518517,15,365,3,4,5,43,0,1.0588235294117647,4,0.011746376089621108,0
BUS_00059,6,4,0.0975609756097561,14,359,2,4,5,33,0,1.1081081081081081,5,0.0002780713882141671,0
BUS_00060,6,11,0.2037037037037037,13,349,2,4,5,33,0,1.0188679245283019,5,0.014430197838522103,0
BUS_00061,7,7,0.1590909090909091,14,342,2,4,5,33,0,1.1891891891891893,5,0.06455691865982453,0
BUS_00062,7,11,0.2558139534883721,10,316,3,4,5,43,0,1.048780487804878,5,0.09842759778331654,0
BUS_00063,7,12,0.2033898305084746,18,353,4,4,5,53,0,1.0350877192982457,5,0.15266364505419275,0
BUS_00064,7,13,0.2708333333333333,18,345,4,4,5,53,0,1.0666666666666667,5,0.09789299845388302,0
BUS_00065,6,13,0.3023255813953488,10,332,3,4,5,43,0,1.131578947368421,5,0.01878615169028404,0
BUS_00066,7,11,0.21153846153846154,14,351,3,4,5,43,0,1.0612244897959184,5,0.07050691476100311,0
BUS_00067,7,14,0.27450980392156865,12,351,2,4,5,33,0,1.0408163265306123,5,0.18499059707355145,0
BUS_00068,7,11,0.2037037037037037,11,360,2,4,5,33,0,1.0588235294117647,5,0.009529641803231173,1
BUS_00069,6,9,0.19148936170212766,16,361,3,4,5,43,0,1.119047619047619,4,0.009978881740189346,0
BUS_00070,7,7,0.14285714285714285,17,357,2,4,5,33,0,1.0888888888888888,5,0.44630398163381835,0
BUS_00071,6,11,0.19298245614035087,17,358,4,4,5,53,0,1.0363636363636364,5,0.10572755925184223,0
BUS_00072,7,5,0.11627906976744186,14,356,3,4,5,43,0,1.048780487804878,5,0.30946436635838953,0
BUS_00073,7,12,0.34285714285714286,7,340,4,3,5,51,0,1.0606060606060606,5,0.06223938733606384,0
BUS_00074,7,11,0.275,8,359,3,4,5,43,0,1.0256410256410255,4,0.03575700135460504,0
BUS_00075,7,16,0.2711864406779661,19,363,2,4,5,33,0,1.0535714285714286,5,0.009723176622019691,0
BUS_00076,7,14,0.2413793103448276,21,365,4,4,5,53,0,1.0740740740740742,5,0.04260489766710925,0
BUS_00077,7,15,0.2777777777777778,14,343,1,4,5,23,0,1.125,5,0.1511973449223651,0
BUS_00078,6,9,0.16363636363636364,15,351,3,4,5,43,0,1.0576923076923077,5,0.08280996859576255,0
BUS_00079,7,14,0.2978723404255319,11,354,3,4,5,43,0,1.0444444444444445,5,0.11056698149214142,0
BUS_00080,7,9,0.19148936170212766,14,355,3,4,5,43,0,1.0930232558139534,4,0.0267934183194517,0
BUS_00081,6,14,0.2545454545454545,14,344,4,4,5,53,0,1.0185185185185186,4,0.03976543087933916,0
BUS_00082,7,12,0.23076923076923078,14,357,4,4,5,53,0,1.0196078431372548,5,0.0024748743197563487,0
BUS_00083,6,16,0.3404255319148936,19,353,2,4,5,33,0,1.0930232558139534,5,0.03349315386305699,0
BUS_00084,7,10,0.18181818181818182,20,354,2,4,5,33,0,1.0576923076923077,4,0.21133919863862996,0
BUS_00085,7,18,0.3333333333333333,14,362,3,4,5,43,0,1.0384615384615385,5,0.012203003745761953,0
BUS_00086,7,4,0.06896551724137931,17,357,4,4,5,53,0,1.0943396226415094,4,0.016951705847800015,0
BUS_00087,5,17,0.3695652173913043,11,372,3,4,5,43,0,1.0454545454545454,5,0.0033561106521320183,0
BUS_00088,6,12,0.2553191489361702,11,357,3,4,5,43,0,1.0,5,0.0074487923607335135,1
BUS_00089,7,16,0.35555555555555557,9,341,2,4,5,33,0,1.0465116279069768,5,0.005153162816851463,0
BUS_00090,7,11,0.22916666666666666,15,343,2,4,5,33,0,1.0909090909090908,5,0.020652867598700712,0
BUS_00091,7,11,0.2037037037037037,21,358,2,4,5,33,0,1.0384615384615385,5,0.013741079698178024,0
BUS_00092,6,7,0.2,8,360,2,4,5,33,0,1.0294117647058822,4,0.331501339923481,0
BUS_00093,7,19,0.36538461538461536,12,355,4,4,5,53,0,1.0612244897959184,5,0.3399660628557625,0
BUS_00094,7,5,0.1388888888888889,7,339,2,4,5,33,0,1.0285714285714285,5,0.018274598909972108,0
BUS_00095,7,11,0.2037037037037037,13,350,3,4,5,43,0,1.08,4,0.09781452390907067,0
BUS_00096,7,13,0.24528301886792453,12,349,3,4,5,43,0,1.0392156862745099,5,0.02721430412051373,0
BUS_00097,7,9,0.18,13,362,2,4,5,33,0,1.0869565217391304,4,0.04979818594731959,0
BUS_00098,7,15,0.29411764705882354,14,360,4,4,5,53,0,1.0625,5,0.058386034206571916,0
BUS_00099,7,13,0.21666666666666667,16,357,4,4,5,53,0,1.0909090909090908,5,0.03628642196299483,0
BUS_00100,6,9,0.225,12,351,4,4,5,53,0,1.0526315789473684,3,0.2734932961024952,0
BUS_00101,6,8,0.16326530612244897,13,351,4,4,5,53,0,1.0888888888888888,4,0.032216746499967246,0
BUS_00102,7,13,0.24074074074074073,12,365,3,4,5,43,0,1.0384615384615385,4,0.022280277955889962,0
BUS_00103,7,5,0.10638297872340426,12,339,2,4,5,33,0,1.0681818181818181,5,0.07618710491043185,0
BUS_00104,7,14,0.24561403508771928,17,344,3,4,5,43,0,1.0178571428571428,5,0.008070314011383504,0
BUS_00105,7,9,0.16666666666666666,18,358,4,4,5,53,0,1.0588235294117647,5,0.005511412547551302,0
BUS_00106,7,17,0.32075471698113206,12,347,3,4,5,43,0,1.1041666666666667,5,0.16842489408151515,0
BUS_00107,7,15,0.28846153846153844,16,346,3,4,5,43,0,1.04,5,0.018442561591886758,0
BUS_00108,7,23,0.40350877192982454,17,352,3,4,5,43,0,1.0754716981132075,5,0.04331202460068331,0
BUS_00109,7,5,0.12195121951219512,11,363,3,4,5,43,0,1.0512820512820513,5,3.4762391855743164,1
BUS_00110,7,19,0.2753623188405797,24,353,3,4,5,43,0,1.0454545454545454,3,0.12444649869173721,0
BUS_00111,7,13,0.21311475409836064,21,354,3,4,5,43,0,1.0701754385964912,5,0.19027937135091622,0
BUS_00112,7,12,0.27906976744186046,15,357,2,4,5,33,0,1.0238095238095237,5,0.02558548921726281,1
BUS_00113,6,15,0.3191489361702128,13,321,2,4,5,33,0,1.0444444444444445,5,0.015314348333447417,0
BUS_00114,7,18,0.2608695652173913,17,368,3,4,5,43,0,1.0147058823529411,5,0.06349188979948733,0
BUS_00115,7,16,0.24615384615384617,26,354,4,4,5,53,0,1.1403508771929824,5,0.14475882639826498,0
BUS_00116,6,12,0.20689655172413793,19,364,4,4,5,53,0,1.1153846153846154,5,0.037013550344694245,0
BUS_00117,7,11,0.22448979591836735,19,358,2,4,5,33,0,1.0425531914893618,5,0.4328060600871128,0
BUS_00118,7,13,0.29545454545454547,14,362,3,4,5,43,0,1.0232558139534884,5,0.2835313399769089,0
BUS_00119,7,12,0.26666666666666666,13,355,3,4,4,42,0,1.0714285714285714,5,0.06749329534634704,0
BUS_00120,6,10,0.21739130434782608,10,342,3,4,5,43,0,1.069767441860465,5,0.37014844602469915,0
BUS_00121,7,10,0.24390243902439024,11,353,3,4,5,43,0,1.025,4,0.016153142307529234,0
BUS_00122,7,11,0.18032786885245902,19,346,3,4,5,43,0,1.0701754385964912,5,0.017201990535214276,0
BUS_00123,7,14,0.25,21,363,3,4,5,43,0,1.0980392156862746,5,0.2978117097007759,0
BUS_00124,7,13,0.22033898305084745,9,323,2,4,5,33,0,1.18,4,2.2495457600590174,1
BUS_00125,7,8,0.16,14,361,3,4,5,43,0,1.1363636363636365,4,0.18812355932743435,0
BUS_00126,6,9,0.21428571428571427,11,366,2,4,5,33,0,1.024390243902439,5,0.031198356109700023,0
BUS_00127,6,22,0.39285714285714285,17,359,3,4,5,43,0,1.0769230769230769,5,0.055979657713899296,0
BUS_00128,6,15,0.2631578947368421,17,362,3,4,5,43,0,1.0178571428571428,5,0.22899200425318525,0
BUS_00129,7,14,0.23728813559322035,18,359,1,4,5,23,0,1.0727272727272728,5,0.12375579325773736,0
BUS_00130,7,11,0.21153846153846154,12,331,3,4,5,43,0,1.0833333333333333,5,0.9197341883725684,0
BUS_00131,7,19,0.2878787878787879,22,358,3,4,5,43,0,1.1785714285714286,5,0.06964466508221061,1
BUS_00132,7,8,0.15384615384615385,13,357,3,4,5,43,0,1.04,4,0.07529531916849397,0
BUS_00133,6,16,0.3076923076923077,11,354,3,4,5,43,0,1.04,5,0.2873148164230157,0
BUS_00134,7,10,0.23809523809523808,10,355,3,4,5,43,0,1.05,5,0.016152766842623706,0
BUS_00135,7,17,0.265625,17,365,2,4,5,33,0,1.1428571428571428,5,4.780885573794918,0
BUS_00136,7,14,0.2413793103448276,16,358,4,4,5,53,0,1.0740740740740742,5,0.45539006911157787,0
BUS_00137,7,12,0.3,11,358,3,4,5,43,0,1.0526315789473684,5,0.2530757865902064,0
BUS_00138,5,5,0.11904761904761904,12,350,2,4,5,33,0,1.105263157894737,5,0.020671211453505676,1
BUS_00139,7,14,0.2857142857142857,12,360,4,4,5,53,0,1.0888888888888888,4,0.10295892115413403,0
BUS_00140,7,16,0.2711864406779661,18,366,3,4,5,43,0,1.0535714285714286,5,0.007395799727853568,0
BUS_00141,7,10,0.23255813953488372,10,344,3,4,5,43,0,1.048780487804878,4,0.003780317696780199,0
BUS_00142,7,20,0.37037037037037035,17,367,3,4,5,43,0,1.0588235294117647,5,0.009457886953618561,0
BUS_00143,7,13,0.24074074074074073,17,357,3,4,5,43,0,1.0588235294117647,4,0.5881181992736774,0
BUS_00144,7,13,0.2549019607843137,15,344,2,4,5,33,0,1.0625,5,0.02776136646917057,0
BUS_00145,6,11,0.1896551724137931,13,357,3,4,5,43,0,1.0545454545454545,5,1.3663938028807359,0
BUS_00146,6,14,0.358974358974359,16,322,3,4,5,43,0,1.0833333333333333,5,0.13205528354738855,0
BUS_00147,7,13,0.22413793103448276,16,348,2,4,5,33,0,1.0943396226415094,5,0.007994784652081123,0
BUS_00148,7,8,0.17391304347826086,17,369,3,4,5,43,0,1.0952380952380953,5,0.008634451246945937,0
BUS_00149,7,12,0.20689655172413793,18,349,2,4,5,33,0,1.0943396226415094,5,0.29351134963264464,0
BUS_00150,7,11,0.24444444444444444,16,363,2,4,5,33,0,1.0975609756097562,5,0.04766966240677811,0
BUS_00151,7,12,0.21428571428571427,14,350,4,4,5,53,0,1.1428571428571428,5,0.012491394623364625,0
BUS_00152,7,11,0.2037037037037037,13,361,3,4,5,43,0,1.0188679245283019,5,0.0041890940188238765,0
BUS_00153,7,9,0.1956521739130435,20,361,2,4,5,33,0,1.0952380952380953,5,0.03901955008676689,0
BUS_00154,7,23,0.40350877192982454,23,351,3,4,5,43,0,1.0555555555555556,4,0.08733163200902354,0
BUS_00155,6,14,0.2857142857142857,19,350,4,4,5,53,0,1.0208333333333333,5,0.47643864622028254,0
BUS_00156,7,8,0.17777777777777778,12,362,1,4,5,23,0,1.0227272727272727,5,0.006316133911444986,0
BUS_00157,7,13,0.2,15,361,2,4,5,33,0,1.1016949152542372,4,0.014809028000429748,0
BUS_00158,7,10,0.2,18,340,2,4,5,33,0,1.0869565217391304,5,0.003659323854623766,0
BUS_00159,7,11,0.21568627450980393,17,361,3,4,5,43,0,1.0408163265306123,5,0.12084861193660668,0
BUS_00160,7,10,0.22727272727272727,16,341,3,4,5,43,0,1.0731707317073171,5,0.2083597300055565,0
BUS_00161,7,21,0.30434782608695654,19,361,3,4,5,43,0,1.0952380952380953,5,0.6030758321551862,0
BUS_00162,7,15,0.25,13,351,4,4,5,53,0,1.0526315789473684,5,0.07403543235673216,0
BUS_00163,7,11,0.20754716981132076,12,343,4,4,5,53,0,1.0192307692307692,5,0.0031747732446636466,0
BUS_00164,7,12,0.24489795918367346,15,354,4,4,5,53,0,1.1395348837209303,5,0.0019588115015129093,0
BUS_00165,7,19,0.3877551020408163,11,364,3,4,5,43,0,1.0888888888888888,4,0.7524273759328316,0
BUS_00166,7,12,0.3076923076923077,9,350,3,4,5,43,0,1.054054054054054,5,0.08303971180444761,0
BUS_00167,7,11,0.21153846153846154,9,362,3,4,5,43,0,1.1304347826086956,5,0.0032266411725125404,0
BUS_00168,7,11,0.25,14,347,3,4,5,43,0,1.0476190476190477,5,0.011230073917710911,0
BUS_00169,7,10,0.2,19,340,4,4,5,53,0,1.0869565217391304,5,0.4254002702674703,0
BUS_00170,6,13,0.22413793103448276,24,357,4,4,5,53,0,1.0740740740740742,5,0.062362948678949294,0
BUS_00171,7,12,0.23076923076923078,13,364,4,4,5,53,0,1.0612244897959184,5,0.12211362338323525,0
BUS_00172,6,13,0.23214285714285715,12,348,3,4,5,43,0,1.0980392156862746,5,0.06175724206325699,0
BUS_00173,5,8,0.1702127659574468,13,361,4,4,5,53,0,1.0217391304347827,5,0.20658452730705382,0
BUS_00174,7,15,0.3125,8,355,4,4,5,53,0,1.0666666666666667,5,0.023837078934779005,0
BUS_00175,7,20,0.30303030303030304,17,362,3,4,5,43,0,1.1,5,0.17049469508946058,0
BUS_00176,7,10,0.20833333333333334,13,336,3,4,5,43,0,1.0434782608695652,5,0.00825687498768429,1
BUS_00177,7,11,0.1896551724137931,19,315,4,4,5,53,0,1.1153846153846154,5,0.3871856189967203,0
BUS_00178,7,13,0.3170731707317073,13,336,4,4,5,53,0,1.025,5,0.15409967467141925,0
BUS_00179,7,17,0.3148148148148148,22,360,3,4,5,43,0,1.0384615384615385,5,0.16257101515963981,0
BUS_00180,7,10,0.18181818181818182,14,365,3,4,5,43,0,1.0784313725490196,5,0.0021255097116903497,0
BUS_00181,7,13,0.29545454545454547,14,340,2,4,5,33,0,1.0,5,0.002169766950237326,0
BUS_00182,6,11,0.21153846153846154,20,352,3,4,5,43,0,1.1304347826086956,5,0.05210779959286051,0
BUS_00183,5,7,0.1794871794871795,9,328,4,4,5,53,0,1.054054054054054,5,0.018260257853123168,0
BUS_00184,7,16,0.24615384615384617,17,364,4,4,5,53,0,1.0833333333333333,5,0.05325150100958588,1
BUS_00185,7,12,0.2857142857142857,11,342,2,4,5,33,0,1.105263157894737,5,0.1504069987247018,0
BUS_00186,7,6,0.1276595744680851,14,349,3,4,5,43,0,1.0217391304347827,5,0.030452262392616836,0
BUS_00187,6,15,0.3191489361702128,13,346,4,4,5,53,0,1.119047619047619,5,0.2553654039679364,0
BUS_00188,7,16,0.3333333333333333,15,352,2,4,5,33,0,1.0666666666666667,5,0.05882340339280591,1
BUS_00189,7,15,0.29411764705882354,15,362,4,4,5,53,0,1.0625,5,0.055230466005895776,0
BUS_00190,6,5,0.13157894736842105,11,340,4,4,5,53,0,1.0555555555555556,5,0.052344995359976276,0
BUS_00191,7,12,0.2608695652173913,13,349,2,4,5,33,0,1.069767441860465,5,0.11825914628200417,1
BUS_00192,6,11,0.2682926829268293,13,348,3,4,5,43,0,1.0512820512820513,5,0.04679319608006714,1
BUS_00193,7,11,0.2037037037037037,16,348,4,4,5,53,0,1.0188679245283019,5,4.233492176010783,0
BUS_00194,7,5,0.1282051282051282,12,351,2,4,5,33,0,1.0,5,0.03457237808678312,1
BUS_00195,5,8,0.16,12,326,3,4,5,43,0,1.1111111111111112,4,0.0038291683893437083,0
BUS_00196,7,18,0.32142857142857145,16,342,3,4,5,43,0,1.0980392156862746,5,0.09906895005339575,0
BUS_00197,6,9,0.17307692307692307,12,354,4,4,5,53,0,1.1063829787234043,5,0.39223917985378093,0
BUS_00198,7,16,0.3137254901960784,14,364,4,4,5,53,0,1.0408163265306123,4,0.18366840900558976,0
BUS_00199,7,9,0.225,14,357,2,4,5,33,0,1.0256410256410255,4,0.05934440810351784,0
IND_00000,7,17,0.2833333333333333,14,369,4,4,5,53,0,1.0344827586206897,5,0.4750950113561404,0
IND_00001,7,16,0.25806451612903225,18,354,2,4,5,33,0,1.1481481481481481,5,1.1690460177768083,0
IND_00002,7,16,0.3076923076923077,11,360,4,4,5,53,0,1.04,5,0.43182439572218706,0
IND_00003,5,17,0.3269230769230769,16,356,3,4,5,43,0,1.0833333333333333,5,1.8805345936857056,0
IND_00004,7,11,0.28205128205128205,10,337,3,4,5,43,0,1.0263157894736843,5,0.2611170833887965,0
IND_00005,7,15,0.234375,24,351,4,4,5,53,0,1.1428571428571428,5,0.8498148390955347,0
IND_00006,6,21,0.4117647058823529,16,365,3,4,5,43,0,1.0408163265306123,5,0.761731992872764,0
IND_00007,7,19,0.3220338983050847,18,365,3,4,5,43,0,1.0172413793103448,5,0.611545142165187,0
IND_00008,7,8,0.18604651162790697,15,327,3,4,5,43,0,1.075,5,1.2776071120227477,0
IND_00009,6,6,0.13333333333333333,11,357,3,4,5,43,0,1.0227272727272727,5,0.6361934295878747,0
IND_00010,7,4,0.09090909090909091,14,361,1,4,5,23,0,1.0232558139534884,5,1.405776996105371,0
IND_00011,6,15,0.2777777777777778,16,366,4,4,5,53,0,1.0588235294117647,4,0.8761056614208136,0
IND_00012,7,18,0.3050847457627119,17,358,3,4,5,43,0,1.0727272727272728,5,0.5066612093358274,1
IND_00013,7,12,0.23529411764705882,18,366,3,4,5,43,0,1.0625,5,0.4547280600449191,0
IND_00014,7,9,0.23684210526315788,11,352,4,4,5,53,0,1.0857142857142856,5,0.24202420837806485,0
IND_00015,6,10,0.20408163265306123,17,369,3,4,5,43,0,1.0425531914893618,4,0.2604615694463098,0
IND_00016,6,17,0.288135593220339,14,344,3,4,5,43,0,1.0925925925925926,5,2.4406975343204347,0
IND_00017,7,18,0.3157894736842105,14,362,2,4,5,33,0,1.0754716981132075,4,0.2385465933252576,0
IND_00018,7,12,0.2033898305084746,16,346,3,4,5,43,0,1.1132075471698113,5,0.587946178010887,0
IND_00019,7,8,0.18604651162790697,10,356,4,4,5,53,0,1.048780487804878,5,0.4822049201230706,0
IND_00020,7,9,0.1875,15,359,3,4,5,43,0,1.0212765957446808,5,0.46479888041006157,0
IND_00021,7,4,0.10256410256410256,7,345,2,4,5,33,0,1.0263157894736843,4,0.6066050288189129,0
IND_00022,7,18,0.34615384615384615,13,356,3,4,5,43,0,1.0196078431372548,5,0.42289894419984747,0
IND_00023,7,15,0.30612244897959184,7,332,4,4,5,53,0,1.0,5,0.7546169705676772,0
IND_00024,7,18,0.2903225806451613,16,354,4,4,5,53,0,1.0689655172413792,4,1.0540369405920462,0
IND_00025,7,11,0.24444444444444444,20,354,3,4,5,43,0,1.0714285714285714,5,1.359421850802784,0
IND_00026,7,16,0.2807017543859649,14,368,4,4,5,53,0,1.0555555555555556,5,0.18343790157999806,0
IND_00027,7,18,0.33962264150943394,19,357,2,4,5,33,0,1.1041666666666667,5,0.746144580534503,0
IND_00028,6,15,0.3409090909090909,14,349,2,4,5,33,0,1.0476190476190477,5,0.29141297632327817,0
IND_00029,7,16,0.3137254901960784,11,359,2,4,5,33,0,1.02,5,0.1966902676728074,1
IND_00030,7,12,0.27906976744186046,12,329,3,4,5,43,0,1.0238095238095237,4,2.1349912175156995,0
IND_00031,7,10,0.22727272727272727,7,362,3,4,5,43,0,1.1282051282051282,5,0.23869379350886194,0
IND_00032,6,8,0.23529411764705882,13,354,2,4,5,33,0,1.0,4,0.3909784070143644,0
IND_00033,6,13,0.325,13,352,4,4,5,53,0,1.0526315789473684,5,0.18126645836855357,0
IND_00034,7,12,0.23529411764705882,17,364,2,4,5,33,0,1.0851063829787233,5,2.1723143541128103,1
IND_00035,7,12,0.2727272727272727,11,353,3,4,5,43,0,1.0476190476190477,5,3.165932453814545,0
IND_00036,7,12,0.2222222222222222,20,360,3,4,5,43,0,1.0384615384615385,4,0.41927632283479077,0
IND_00037,7,15,0.29411764705882354,12,349,3,4,5,43,0,1.0625,5,0.3635038263990685,1
IND_00038,7,15,0.2830188679245283,13,351,3,4,5,43,0,1.06,5,1.7782729026440622,0
IND_00039,6,12,0.3,12,369,2,4,5,33,0,1.0526315789473684,4,6.228268681653043,0
IND_00040,7,14,0.25925925925925924,17,357,3,4,5,43,0,1.0588235294117647,4,0.8369048673452626,0
IND_00041,6,10,0.20833333333333334,19,350,3,4,5,43,0,1.0909090909090908,4,0.5830458630278523,0
IND_00042,7,12,0.2553191489361702,14,342,3,4,5,43,0,1.0444444444444445,4,0.5883956595118452,0
IND_00043,7,8,0.13559322033898305,11,352,3,4,5,43,0,1.0925925925925926,4,0.40033808440053814,0
IND_00044,6,14,0.3111111111111111,9,346,2,4,5,33,0,1.0227272727272727,5,0.690938423954601,0
IND_00045,7,11,0.22448979591836735,12,362,4,4,5,53,0,1.0,4,0.24701084429738018,0
IND_00046,7,22,0.38596491228070173,23,355,3,4,5,43,0,1.0555555555555556,5,0.6932832669349901,0
IND_00047,6,14,0.2857142857142857,11,330,4,4,5,53,0,1.1136363636363635,5,0.42187382601010837,0
IND_00048,6,10,0.2,17,361,2,4,5,33,0,1.0416666666666667,5,0.7343949246464251,1
IND_00049,7,17,0.288135593220339,18,345,3,4,5,43,0,1.0535714285714286,5,3.6062965875860047,0
IND_00050,7,14,0.25925925925925924,13,355,3,4,5,43,0,1.0588235294117647,5,0.4017140582136377,0
IND_00051,7,14,0.30434782608695654,14,353,3,4,5,43,0,1.069767441860465,5,0.9649197824070748,0
