customer_id,predicted_label,risk_score
SYNID0100128730,0,0.61515135
SYNID0100129415,0,0.2824386
SYNID0100129825,1,0.99945706
SYNID0100130065,0,0.23957878
SYNID0100130283,0,0.26986292
SYNID0100130324,1,0.967378
SYNID0100130519,0,0.23530482
SYNID0100130568,0,0.33008042
SYNID0100131070,0,0.4680755
SYNID0100131235,0,0.6251331
SYNID0100131291,0,0.59351325
SYNID0100131414,0,0.6217474
SYNID0100131609,0,0.53495425
SYNID0100131659,0,0.42872027
SYNID0100131791,0,0.41526005
SYNID0100131842,0,0.3322828
SYNID0100132415,0,0.6427485
SYNID0100132792,0,0.31409904
SYNID0100132893,0,0.4806698
SYNID0100133063,0,0.634439
SYNID0100133162,0,0.1740593
SYNID0100133419,0,0.33812463
SYNID0100133524,0,0.4331557
SYNID0100133600,0,0.1832179
SYNID0100133802,0,0.28874376
SYNID0100134219,0,0.5966911
SYNID0100134302,0,0.35044724
SYNID0100134449,0,0.17334075
SYNID0100134621,0,0.28381765
SYNID0100134751,0,0.6303852
SYNID0100135229,0,0.48493516
SYNID0100135326,0,0.4550802
SYNID0100135647,0,0.3819
SYNID0100135755,0,0.1625389
SYNID0100135876,0,0.21212085
SYNID0100136442,0,0.5444459
SYNID0100136460,0,0.5624888
SYNID0100136557,0,0.5375149
SYNID0100136920,0,0.2271123
SYNID0100138004,0,0.22769877
SYNID0100138172,0,0.7488451
SYNID0100138198,0,0.4524223
SYNID0100138919,0,0.41188142
SYNID0100138989,0,0.23391171
SYNID0100139426,0,0.22226852
SYNID0100139482,0,0.4366937
SYNID0100140047,0,0.50689787
SYNID0100140164,0,0.22284754
SYNID0100140803,0,0.59977055
SYNID0100141224,0,0.40125427
SYNID0100141461,0,0.4586447
SYNID0100141552,0,0.3426236
SYNID0100141593,0,0.25123587
SYNID0100141598,0,0.44854113
SYNID0100141767,0,0.48953423
SYNID0100141793,0,0.4630559
SYNID0100141839,0,0.4404498
SYNID0100141922,0,0.40256512
SYNID0100142447,0,0.6961801
SYNID0100142584,0,0.22639297
SYNID0100142620,0,0.25891605
SYNID0100142650,0,0.17953245
SYNID0100142808,0,0.61058104
SYNID0100142825,0,0.42615873
SYNID0100143521,0,0.52795607
SYNID0100143745,0,0.2565265
SYNID0100143984,0,0.46368545
SYNID0100144263,0,0.23684558
SYNID0100144481,0,0.19340289
SYNID0100144611,0,0.38606545
SYNID0100144727,0,0.26637927
SYNID0100144951,0,0.34233332
SYNID0100144960,0,0.4903747
SYNID0100145551,0,0.49530023
SYNID0100145804,0,0.23929422
SYNID0100146085,0,0.5549736
SYNID0100146332,0,0.42161983
SYNID0100146360,0,0.38584778
SYNID0100146469,0,0.4936964
SYNID0100146758,0,0.4412308
SYNID0100146961,0,0.15617888
SYNID0100147081,0,0.38205323
SYNID0100147182,1,1.0
SYNID0100147239,0,0.57523817
SYNID0100147925,0,0.44941378
SYNID0100147986,0,0.26473793
SYNID0100148667,0,0.19542477
SYNID0100148776,0,0.67391235
SYNID0100148816,0,0.6177968
SYNID0100148825,0,0.4590153
SYNID0100148989,0,0.60734975
SYNID0100149027,0,0.5356898
SYNID0100149144,0,0.5909883
SYNID0100149239,0,0.47923595
SYNID0100149546,0,0.50675255
SYNID0100149831,0,0.3497393
SYNID0100150181,0,0.37889907
SYNID0100150806,1,1.0
SYNID0100150966,0,0.6025086
SYNID0100151004,0,0.17100379
SYNID0100151069,0,0.23331432
SYNID0100151242,0,0.2928205
SYNID0100151244,0,0.16689983
SYNID0100151331,0,0.34891847
SYNID0100151478,0,0.5564003
SYNID0100151578,0,0.36479986
SYNID0100151586,0,0.5353271
SYNID0100151640,0,0.67245734
SYNID0100151789,0,0.706821
SYNID0100152153,1,1.0
SYNID0100152257,0,0.21775542
SYNID0100152338,0,0.3317042
SYNID0100152427,0,0.54736596
SYNID0100152561,0,0.26321483
SYNID0100152765,0,0.43096673
SYNID0100153234,0,0.53229254
SYNID0100153248,0,0.46491706
SYNID0100154163,0,0.6316649
SYNID0100154234,0,0.6222769
SYNID0100154908,0,0.21535109
SYNID0100155460,0,0.41247603
SYNID0100155914,0,0.25083885
SYNID0100156042,0,0.20293352
SYNID0100156127,0,0.6026926
SYNID0100156631,0,0.25513425
SYNID0100156970,0,0.2566419
SYNID0100157091,0,0.57035583
SYNID0100157243,0,0.58651835
SYNID0100157427,0,0.27208012
SYNID0100157900,0,0.5281771
SYNID0100157929,0,0.4033124
SYNID0100158119,0,0.56906074
SYNID0100158145,0,0.61400855
SYNID0100158413,0,0.20307854
SYNID0100158533,0,0.24321708
SYNID0100158768,1,0.9975908
SYNID0100158884,0,0.42074826
SYNID0100158931,0,0.55710906
SYNID0100159171,0,0.21374609
SYNID0100159264,0,0.29576692
SYNID0100159537,0,0.188859
SYNID0100159610,0,0.28817287
SYNID0100159776,0,0.5494975
SYNID0100159988,0,0.31636944
SYNID0100160085,0,0.37229702
SYNID0100160162,0,0.33161056
SYNID0100160295,0,0.49275982
SYNID0100160366,0,0.41965136
SYNID0100160453,0,0.30258605
SYNID0100160579,0,0.6160142
SYNID0100160754,0,0.20519873
SYNID0100160809,1,1.0
SYNID0100160928,1,1.0
SYNID0100160965,0,0.46293038
SYNID0100161305,0,0.22113153
SYNID0100161362,0,0.4758811
SYNID0100161400,1,1.0
SYNID0100161591,0,0.30184415
SYNID0100161708,0,0.22783352
SYNID0100161858,0,0.5631606
SYNID0100162039,0,0.45006156
SYNID0100162050,0,0.35148054
SYNID0100162061,0,0.22076842
SYNID0100162197,0,0.6321394
SYNID0100162247,0,0.6477148
SYNID0100162346,0,0.18602125
SYNID0100162463,0,0.6541969
SYNID0100162516,0,0.717669
SYNID0100162599,0,0.25353673
SYNID0100163113,0,0.42122602
SYNID0100163123,0,0.24527133
SYNID0100163555,0,0.44916186
SYNID0100163832,0,0.601986
SYNID0100164016,0,0.6957155
SYNID0100164154,0,0.6172195
SYNID0100164346,0,0.53255266
SYNID0100164444,0,0.5177533
SYNID0100164501,0,0.29697716
SYNID0100164550,1,0.9999998
SYNID0100164595,0,0.5245495
SYNID0100164752,0,0.67531186
SYNID0100164861,0,0.1865145
SYNID0100165056,0,0.45105806
SYNID0100165367,0,0.34317413
SYNID0100165492,0,0.25586233
SYNID0100165631,0,0.5485468
SYNID0100165927,0,0.23289937
SYNID0100165942,0,0.17559734
SYNID0100165954,0,0.70005804
SYNID0100166046,0,0.25753042
SYNID0100166204,0,0.2004272
SYNID0100166634,0,0.16078375
